time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
12.281,1,1,0
12.282,2,2,0
28.781,3,3,0
28.782,4,4,0
42.288,5,5,0
42.288,6,6,0
44.339,7,6,1
46.817,8,6,2
58.925,9,6,3
60.452,10,6,4
69.312,11,6,5
108.370,12,6,6
114.538,13,6,7
121.389,14,6,8
129.293,15,7,8
129.293,16,8,8
137.910,17,9,8
137.910,18,10,8
159.501,19,11,8
159.502,20,12,8
167.879,21,13,8
167.879,22,14,8
169.973,23,15,8
169.974,24,16,8
172.465,25,17,8
172.471,26,18,8
174.961,27,19,8
174.962,28,20,8
176.360,29,21,8
176.360,30,22,8
177.448,31,23,8
177.448,32,24,8
180.530,33,25,8
180.530,34,26,8
197.034,35,27,8
197.035,36,28,8
199.530,37,29,8
199.532,38,30,8
199.924,39,31,8
199.925,40,32,8
200.447,41,32,9
202.040,42,32,10
203.971,43,33,10
203.971,44,34,10
204.991,45,35,10
204.991,46,36,10
206.440,47,37,10
206.440,48,38,10
207.361,49,39,10
207.362,50,40,10
209.904,51,41,10
209.905,52,42,10
245.399,53,42,11
251.051,54,42,12
252.414,55,43,12
252.416,56,44,12
253.945,57,44,13
256.964,58,44,14
257.001,59,45,14
257.012,60,46,14
265.923,61,47,14
265.924,62,48,14
266.965,63,49,14
266.965,64,50,14
266.966,65,50,15
267.933,66,50,16
272.902,67,51,16
272.903,68,52,16
273.842,69,53,16
273.843,70,54,16
276.413,71,55,16
276.413,72,56,16
277.339,73,57,16
277.339,74,58,16
280.416,75,59,16
280.416,76,60,16
288.404,77,61,16
288.404,78,62,16
289.392,79,63,16
289.393,80,64,16
290.885,81,65,16
290.885,82,66,16
290.886,83,67,16
290.886,84,68,16
320.921,85,69,16
320.922,86,70,16
323.550,87,71,16
323.551,88,72,16
329.018,89,73,16
329.019,90,74,16
329.414,91,75,16
329.414,92,76,16
334.365,93,77,16
334.365,94,78,16
336.891,95,79,16
336.891,96,80,16
374.596,97,80,17
382.484,98,80,18
384.500,99,80,19
385.994,100,80,20
390.997,101,80,21
391.472,102,80,22
393.428,103,81,22
393.428,104,82,22
393.428,105,83,22
393.429,106,83,23
393.429,107,84,23
393.437,108,85,23
393.438,109,86,23
393.455,110,87,23
393.455,111,88,23
394.388,112,89,23
394.389,113,90,23
394.389,114,91,23
394.543,115,91,24
395.432,116,92,24
395.432,117,93,24
395.432,118,94,24
395.432,119,95,24
395.433,120,96,24
395.433,121,96,25
395.433,122,97,25
395.433,123,98,25
395.433,124,99,25
395.433,125,100,25
395.434,126,101,25
395.536,127,101,26
396.436,128,102,26
396.436,129,103,26
396.436,130,104,26
396.436,131,105,26
396.436,132,105,27
396.437,133,106,27
396.437,134,107,27
396.437,135,108,27
396.437,136,109,27
396.438,137,110,27
396.935,138,110,28
397.493,139,111,28
397.500,140,112,28
397.501,141,113,28
397.501,142,114,28
397.501,143,115,28
397.501,144,116,28
397.501,145,116,29
397.501,146,117,29
397.501,147,118,29
397.502,148,119,29
397.502,149,119,30
397.502,150,120,30
398.856,151,121,30
398.856,152,122,30
398.856,153,123,30
