time_s,collisions_total,collisions_robot,collisions_obstacle
398.857,154,123,31
398.857,155,124,31
398.857,156,125,31
398.858,157,126,31
398.859,158,126,32
398.859,159,127,32
399.845,160,128,32
399.846,161,129,32
399.846,162,130,32
399.846,163,131,32
399.846,164,132,32
399.846,165,132,33
399.846,166,133,33
399.846,167,134,33
399.847,168,135,33
399.847,169,136,33
399.847,170,137,33
400.392,171,137,34
400.850,172,138,34
400.850,173,139,34
400.850,174,140,34
400.851,175,141,34
400.851,176,142,34
400.851,177,142,35
400.851,178,143,35
400.851,179,144,35
400.852,180,145,35
400.852,181,146,35
400.852,182,146,36
400.852,183,147,36
402.888,184,148,36
402.889,185,149,36
402.889,186,150,36
402.889,187,151,36
402.890,188,152,36
402.890,189,152,37
402.890,190,153,37
402.891,191,154,37
402.892,192,155,37
402.892,193,156,37
402.892,194,157,37
404.368,195,157,38
404.368,196,157,39
405.037,197,158,39
405.037,198,159,39
405.037,199,160,39
405.037,200,160,40
405.037,201,161,40
405.037,202,162,40
405.038,203,163,40
405.039,204,163,41
405.039,205,164,41
407.433,206,165,41
407.433,207,166,41
407.433,208,167,41
407.434,209,168,41
407.434,210,169,41
407.434,211,170,41
407.434,212,171,41
407.435,213,172,41
407.435,214,173,41
407.435,215,174,41
408.358,216,175,41
408.358,217,176,41
408.358,218,177,41
408.358,219,178,41
408.358,220,179,41
408.358,221,180,41
408.358,222,181,41
408.364,223,182,41
408.364,224,183,41
408.364,225,184,41
409.346,226,185,41
409.347,227,186,41
409.347,228,187,41
409.347,229,188,41
409.347,230,189,41
409.348,231,190,41
409.353,232,191,41
409.354,233,192,41
409.354,234,193,41
410.923,235,194,41
410.923,236,195,41
410.923,237,196,41
410.923,238,197,41
410.923,239,198,41
410.924,240,199,41
410.924,241,200,41
410.924,242,201,41
410.925,243,202,41
410.925,244,203,41
411.834,245,204,41
411.835,246,205,41
411.835,247,206,41
411.835,248,207,41
411.836,249,208,41
411.836,250,209,41
411.836,251,210,41
411.838,252,211,41
411.838,253,212,41
411.838,254,213,41
413.436,255,214,41
413.437,256,215,41
413.437,257,216,41
413.437,258,217,41
413.437,259,218,41
413.437,260,219,41
413.437,261,220,41
413.444,262,221,41
413.444,263,222,41
413.444,264,223,41
421.959,265,224,41
421.960,266,225,41
426.908,267,225,42
427.939,268,225,43
461.531,269,226,43
461.531,270,227,43
465.445,271,228,43
465.445,272,229,43
469.462,273,230,43
469.463,274,231,43
469.966,275,231,44
474.929,276,232,44
474.929,277,233,44
478.922,278,233,45
