wall_time,source,target,decision,skip_reason,warning_zone,distance_m,confidence,raw_detection,raw_message
1783687762.731900,robot_0,robot_2,skipped,distance_above_warning_threshold,LEFT,1.243444,,global_pose,"bearing_deg=51.240,zone_reason=side_sector"
1783687762.831727,robot_0,robot_2,skipped,distance_above_warning_threshold,LEFT,1.221787,,global_pose,"bearing_deg=50.965,zone_reason=side_sector"
1783687762.931730,robot_0,robot_2,skipped,distance_above_warning_threshold,LEFT,1.200159,,global_pose,"bearing_deg=50.680,zone_reason=side_sector"
1783687763.031832,robot_0,robot_2,skipped,distance_above_warning_threshold,LEFT,1.178562,,global_pose,"bearing_deg=50.385,zone_reason=side_sector"
1783687763.131907,robot_0,robot_2,skipped,distance_above_warning_threshold,LEFT,1.156997,,global_pose,"bearing_deg=50.079,zone_reason=side_sector"
1783687763.231859,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.135467,,global_pose,"bearing_deg=49.762,zone_reason=front_sector"
1783687763.331760,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.113973,,global_pose,"bearing_deg=49.432,zone_reason=front_sector"
1783687763.431808,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.092517,,global_pose,"bearing_deg=49.089,zone_reason=front_sector"
1783687763.531839,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.071102,,global_pose,"bearing_deg=48.732,zone_reason=front_sector"
1783687763.631749,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.049730,,global_pose,"bearing_deg=48.361,zone_reason=front_sector"
1783687763.731916,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.028404,,global_pose,"bearing_deg=47.974,zone_reason=front_sector"
1783687763.831767,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.007127,,global_pose,"bearing_deg=47.571,zone_reason=front_sector"
1783687763.931782,robot_0,robot_2,sent,,CORNER,0.986131,,global_pose,"bearing_deg=47.314,zone_reason=front_sector"
1783687764.031788,robot_0,robot_2,sent,,CORNER,0.970428,,global_pose,"bearing_deg=46.694,zone_reason=front_sector"
1783687764.131970,robot_0,robot_2,sent,,CORNER,0.971093,,global_pose,"bearing_deg=43.850,zone_reason=front_sector"
1783687764.231861,robot_0,robot_2,sent,,CORNER,0.977250,,global_pose,"bearing_deg=39.610,zone_reason=front_sector"
1783687764.332062,robot_0,robot_2,sent,,CORNER,0.984669,,global_pose,"bearing_deg=35.273,zone_reason=front_sector"
1783687764.431802,robot_0,robot_2,sent,,CORNER,0.993333,,global_pose,"bearing_deg=30.979,zone_reason=front_sector"
1783687764.531956,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.003185,,global_pose,"bearing_deg=26.733,zone_reason=front_sector"
1783687764.631923,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.014157,,global_pose,"bearing_deg=22.540,zone_reason=front_sector"
1783687764.732680,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.026177,,global_pose,"bearing_deg=18.403,zone_reason=front_sector"
1783687764.831929,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.039169,,global_pose,"bearing_deg=14.326,zone_reason=front_sector"
1783687764.931749,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.053053,,global_pose,"bearing_deg=10.310,zone_reason=front_sector"
1783687765.031703,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.067746,,global_pose,"bearing_deg=6.357,zone_reason=front_sector"
1783687765.131793,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.085336,,global_pose,"bearing_deg=2.339,zone_reason=front_sector"
1783687765.231923,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.105928,,global_pose,"bearing_deg=-1.837,zone_reason=front_sector"
1783687765.331933,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.101828,,global_pose,"bearing_deg=-4.338,zone_reason=front_sector"
1783687765.431859,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.085581,,global_pose,"bearing_deg=-5.158,zone_reason=front_sector"
1783687765.531742,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.069389,,global_pose,"bearing_deg=-5.881,zone_reason=front_sector"
1783687765.631832,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.050649,,global_pose,"bearing_deg=-6.507,zone_reason=front_sector"
1783687765.731781,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.023069,,global_pose,"bearing_deg=-6.688,zone_reason=front_sector"
1783687765.831834,robot_0,robot_2,sent,,CORNER,0.997718,,global_pose,"bearing_deg=-7.019,zone_reason=front_sector"
1783687765.931819,robot_0,robot_2,sent,,CORNER,0.987587,,global_pose,"bearing_deg=-8.322,zone_reason=front_sector"
1783687766.031765,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.000013,,global_pose,"bearing_deg=-11.051,zone_reason=front_sector"
1783687766.131693,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.018603,,global_pose,"bearing_deg=-14.842,zone_reason=front_sector"
1783687766.231864,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.036913,,global_pose,"bearing_deg=-18.735,zone_reason=front_sector"
1783687766.331894,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.054896,,global_pose,"bearing_deg=-22.599,zone_reason=front_sector"
1783687766.431829,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.072510,,global_pose,"bearing_deg=-26.435,zone_reason=front_sector"
1783687766.531891,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.089717,,global_pose,"bearing_deg=-30.246,zone_reason=front_sector"
1783687766.631930,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.099021,,global_pose,"bearing_deg=-33.828,zone_reason=front_sector"
1783687766.731643,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.081479,,global_pose,"bearing_deg=-36.038,zone_reason=front_sector"
1783687766.831829,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.061013,,global_pose,"bearing_deg=-37.208,zone_reason=front_sector"
1783687766.931705,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.048422,,global_pose,"bearing_deg=-38.830,zone_reason=front_sector"
1783687767.031730,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.036587,,global_pose,"bearing_deg=-40.510,zone_reason=front_sector"
1783687767.131924,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.025393,,global_pose,"bearing_deg=-42.241,zone_reason=front_sector"
1783687767.231865,robot_0,robot_2,skipped,distance_above_warning_threshold,CORNER,1.012725,,global_pose,"bearing_deg=-43.865,zone_reason=front_sector"
1783687767.331880,robot_0,robot_2,sent,,CORNER,0.995095,,global_pose,"bearing_deg=-45.149,zone_reason=front_sector"
1783687767.431917,robot_0,robot_2,sent,,CORNER,0.989097,,global_pose,"bearing_deg=-47.146,zone_reason=front_sector"
1783687767.531843,robot_0,robot_2,sent,,CORNER,0.997503,,global_pose,"bearing_deg=-49.693,zone_reason=front_sector"
1783687767.631960,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.009993,,global_pose,"bearing_deg=-53.094,zone_reason=side_sector"
1783687767.731849,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.022126,,global_pose,"bearing_deg=-56.609,zone_reason=side_sector"
1783687767.831790,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.033879,,global_pose,"bearing_deg=-60.105,zone_reason=side_sector"
1783687767.931726,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.045236,,global_pose,"bearing_deg=-63.586,zone_reason=side_sector"
1783687768.031687,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.056180,,global_pose,"bearing_deg=-67.052,zone_reason=side_sector"
1783687768.131992,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.064429,,global_pose,"bearing_deg=-70.355,zone_reason=side_sector"
1783687768.231779,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.067213,,global_pose,"bearing_deg=-73.533,zone_reason=side_sector"
1783687768.331679,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.071303,,global_pose,"bearing_deg=-76.878,zone_reason=side_sector"
1783687768.431798,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.075397,,global_pose,"bearing_deg=-79.135,zone_reason=side_sector"
1783687768.531768,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.080869,,global_pose,"bearing_deg=-81.254,zone_reason=side_sector"
1783687768.631957,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.085288,,global_pose,"bearing_deg=-83.220,zone_reason=side_sector"
1783687768.731740,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.084851,,global_pose,"bearing_deg=-84.836,zone_reason=side_sector"
1783687768.831959,robot_0,robot_2,skipped,distance_above_warning_threshold,RIGHT,1.093300,,global_pose,"bearing_deg=-86.929,zone_reason=side_sector"
