wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783687698.044071,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.058658,0.600000,1.200000,0.280000,0.000000,0.000000,0.000000
1783687699.544055,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.984616,0.442766,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687700.044058,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.161765,0.442541,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687700.544125,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.349764,0.423325,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687701.044088,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.539098,0.438617,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687701.544040,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.482640,0.428702,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687702.044131,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.392347,0.434398,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687704.644125,robot_2,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.718463,0.033666,0.600000,1.200000,0.160000,0.250000,0.142156,0.250000
1783687704.744072,robot_2,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.718463,0.133632,0.600000,1.200000,0.160000,0.250000,0.142156,0.250000
1783687704.844105,robot_2,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.718463,0.233658,0.600000,1.200000,0.160000,0.250000,0.142156,0.250000
1783687704.944228,robot_2,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.718463,0.333705,0.600000,1.200000,0.160000,0.250000,0.142156,0.250000
1783687705.044159,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.718463,0.433701,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687708.544058,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.134750,0.425614,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687709.044118,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.054561,0.416334,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687709.544211,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.045719,0.418944,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687709.644057,robot_2,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,1.037792,0.021944,0.600000,1.200000,0.160000,-0.250000,0.160000,0.000000
1783687710.044064,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.037792,0.421951,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687710.544162,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.001679,0.419697,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687710.644323,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.001679,0.519783,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687710.744214,robot_2,turn_left_blocked,LEFT,LEFT,CLEAR,inf,0.901099,0.053697,0.600000,1.200000,0.160000,0.250000,0.160000,0.000000
1783687711.144179,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.862646,0.013057,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687713.544208,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.913621,0.412657,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687714.044069,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.942357,0.413470,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687714.544053,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.946208,0.431883,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687715.044068,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.916190,0.431288,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687718.044389,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.971644,0.427150,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687718.544073,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.936431,0.427978,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687719.144325,robot_2,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.920591,0.006332,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783687719.544137,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.920591,0.406261,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687721.644167,robot_2,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.996867,0.020623,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783687722.044123,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.996867,0.420583,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687722.544271,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.967025,0.407440,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687723.044073,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.927028,0.429818,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687725.544147,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.920492,0.424443,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783687726.044054,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.914063,0.403236,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687726.144165,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.914063,0.503356,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783687726.244111,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.850191,0.089542,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
