stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic,entity_a_bump_direction,entity_b_bump_direction,pair_detection_summary,depth_snapshot_dir
95,710000000,global,1,0,1,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,3.056024,-3.778014,0.271872,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,back,,robot_obstacle_detecting_LEFT,collision_depth_frames/bump_0001_robot_3_box0_link_collision
185,100000000,global,2,0,2,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,2.904303,-3.645842,0.023086,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,left,,robot_obstacle_detecting_LEFT,collision_depth_frames/bump_0002_robot_3_box0_link_collision
189,10000000,global,3,0,3,obstacle,"('robot_3', 'box0::link::collision')",robot_3,box0::link::collision,2.904058,-3.645900,0.147792,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,right,,robot_obstacle_not_detecting,collision_depth_frames/bump_0003_robot_3_box0_link_collision
