wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783694739.203198,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,2.771268,0.076686,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.303006,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,2.771268,0.176551,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.403008,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,2.771268,0.276555,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.503011,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,2.771268,0.376557,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.603014,robot_0,zone_stop_forward,CORNER,CORNER,CLEAR,inf,2.771268,0.476558,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694747.603061,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.923874,0.433457,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694748.103081,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.103703,0.441270,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694748.603087,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,3.241158,0.446548,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694749.103263,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,2.993608,0.443237,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694774.103100,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.836337,0.442171,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694774.603108,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.780154,0.448295,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694775.103124,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.741160,0.450983,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694775.603075,robot_0,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.729301,0.442351,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694777.403139,robot_0,peer_warning_turn_away_front|peer_warning_pass_slow_front,CLEAR,CORNER,CORNER,0.039556,1.309323,0.246170,0.600000,1.200000,0.280000,0.000000,0.210000,0.650000
1783694777.503075,robot_0,peer_warning_turn_away_front|peer_warning_pass_slow_front,CLEAR,CORNER,CORNER,0.040123,1.309323,0.346157,0.600000,1.200000,0.100000,-0.450000,0.075000,0.650000
1783694777.603089,robot_0,peer_warning_turn_away_front|peer_warning_pass_slow_front,CLEAR,CORNER,CORNER,0.040055,1.309323,0.446171,0.600000,1.200000,0.100000,-0.450000,0.075000,0.650000
1783694777.703014,robot_0,peer_warning_turn_away_right|peer_warning_pass_slow_side,CLEAR,RIGHT,RIGHT,0.040123,1.209602,0.046571,0.600000,1.200000,0.100000,-0.450000,0.075000,0.650000
1783694777.803054,robot_0,peer_warning_turn_away_right|peer_warning_pass_slow_side,CLEAR,RIGHT,RIGHT,0.040111,1.209602,0.146602,0.600000,1.200000,0.100000,0.450000,0.075000,0.650000
