wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783694739.311925,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.053877,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.411913,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.153865,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.511913,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.253864,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.612056,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.685140,0.353971,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.711992,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.690255,0.017225,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.811961,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.690255,0.117217,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694739.911995,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.690255,0.217240,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694740.011963,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.690255,0.317202,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694740.111897,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.690255,0.417164,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694740.211951,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.775425,0.029068,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694740.311898,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.775425,0.129030,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694740.411995,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.775425,0.229102,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694740.511875,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.775425,0.329008,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
1783694740.611904,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.775425,0.429036,0.600000,1.200000,0.100000,-0.450000,0.000000,-0.450000
