time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
24.177,1,0,1
30.699,2,0,2
62.729,3,0,3
64.791,4,0,4
72.279,5,0,5
79.383,6,0,6
84.734,7,0,7
148.285,8,1,7
148.286,9,2,7
150.814,10,3,7
150.814,11,4,7
152.748,12,5,7
152.748,13,6,7
203.769,14,7,7
203.770,15,8,7
206.480,16,9,7
206.480,17,10,7
226.350,18,11,7
226.350,19,12,7
246.281,20,13,7
246.281,21,14,7
246.777,22,15,7
252.326,23,16,7
252.326,24,17,7
280.293,25,18,7
280.293,26,19,7
288.806,27,19,8
289.943,28,20,8
289.944,29,21,8
294.779,30,22,8
294.779,31,23,8
296.318,32,23,9
297.438,33,24,9
297.440,34,25,9
297.879,35,25,10
299.831,36,26,10
299.831,37,27,10
302.839,38,28,10
302.839,39,29,10
304.947,40,30,10
304.947,41,31,10
333.452,42,31,11
338.299,43,31,12
339.835,44,31,13
356.852,45,32,13
356.853,46,33,13
358.411,47,34,13
358.411,48,35,13
361.883,49,36,13
361.883,50,37,13
364.354,51,38,13
364.354,52,39,13
368.363,53,40,13
368.363,54,41,13
370.336,55,42,13
370.336,56,43,13
371.346,57,44,13
371.346,58,45,13
373.371,59,46,13
373.371,60,47,13
374.369,61,48,13
374.369,62,49,13
402.355,63,49,14
402.861,64,49,15
405.328,65,49,16
405.838,66,49,17
411.865,67,49,18
412.345,68,49,19
412.825,69,49,20
413.339,70,49,21
415.355,71,49,22
415.843,72,49,23
417.480,73,49,24
418.822,74,49,25
420.840,75,49,26
429.837,76,49,27
431.441,77,50,27
431.441,78,51,27
432.861,79,51,28
435.332,80,51,29
436.356,81,51,30
439.386,82,52,30
439.387,83,53,30
440.385,84,53,31
440.871,85,54,31
440.871,86,55,31
442.850,87,56,31
443.878,88,56,32
444.384,89,56,33
444.869,90,57,33
444.869,91,58,33
446.342,92,58,34
446.374,93,58,35
450.347,94,59,35
450.347,95,60,35
452.923,96,60,36
455.410,97,61,36
455.410,98,62,36
455.410,99,62,37
459.333,100,62,38
465.346,101,63,38
465.346,102,64,38
466.849,103,65,38
466.849,104,66,38
467.881,105,66,39
477.869,106,67,39
477.870,107,68,39
479.933,108,69,39
479.933,109,70,39
481.404,110,70,40
485.953,111,70,41
496.420,112,70,42
497.383,113,71,42
497.383,114,72,42
497.383,115,72,43
499.104,116,72,44
