stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic
5,810000000,global,1,0,1,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000551,-3.434188,0.148417,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
9,350000000,global,2,0,2,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000021,-3.262909,0.272788,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
11,20000000,global,3,0,3,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000130,-3.262920,0.147592,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
16,40000000,global,4,0,4,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000163,-3.163419,0.272566,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
16,660000000,global,5,0,5,obstacle,"('robot_4', 'box3::link::collision')",robot_4,box3::link::collision,2.300209,0.830060,0.023879,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact
18,680000000,global,6,0,6,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000250,-3.194024,0.023153,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
20,10000000,global,7,0,7,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000228,-3.261678,0.147680,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
24,680000000,global,8,0,8,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000014,-3.490008,0.272716,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
26,620000000,global,9,0,9,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000519,-3.516137,0.147580,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
38,740000000,global,10,0,10,obstacle,"('robot_0', 'east_wall::link::collision')",robot_0,east_wall::link::collision,5.000352,-3.671606,0.147582,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact
