wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783688167.059775,robot_2,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.830966,0.040103,0.600000,1.200000,0.280000,0.000000,0.277159,0.000000
1783688167.159853,robot_2,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.830966,0.140175,0.600000,1.200000,0.280000,0.000000,0.277159,0.000000
1783688167.259806,robot_2,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.830966,0.240132,0.600000,1.200000,0.280000,0.000000,0.277159,0.000000
1783688167.359774,robot_2,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.830966,0.340113,0.600000,1.200000,0.280000,0.000000,0.277159,0.000000
1783688167.559784,robot_2,distance_cbf_cap,LEFT,LEFT,CLEAR,inf,0.715638,0.042773,0.600000,1.200000,0.280000,0.000000,0.138766,0.000000
1783688167.659904,robot_2,distance_cbf_cap,LEFT,LEFT,CLEAR,inf,0.715638,0.142880,0.600000,1.200000,0.160000,-0.250000,0.138766,-0.250000
1783688167.759904,robot_2,distance_cbf_cap,LEFT,LEFT,CLEAR,inf,0.715638,0.242810,0.600000,1.200000,0.160000,-0.250000,0.138766,-0.250000
1783688167.859746,robot_2,distance_cbf_cap,LEFT,LEFT,CLEAR,inf,0.715638,0.342747,0.600000,1.200000,0.160000,-0.250000,0.138766,-0.250000
1783688167.959809,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.715638,0.442806,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688169.159851,robot_2,turn_left_blocked,LEFT,LEFT,CLEAR,inf,0.952907,0.044718,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783688169.959903,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.102298,0.434790,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688170.459909,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.255498,0.451855,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688170.959755,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.497319,0.460872,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688171.459956,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.482406,0.442159,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688171.959921,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.389580,0.451237,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688174.759888,robot_2,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.720926,0.087930,0.600000,1.200000,0.280000,0.000000,0.145111,0.000000
1783688174.859959,robot_2,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.720926,0.188001,0.600000,1.200000,0.160000,0.250000,0.145111,0.250000
1783688174.959862,robot_2,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.720926,0.287914,0.600000,1.200000,0.160000,0.250000,0.145111,0.250000
1783688175.059951,robot_2,distance_cbf_cap,RIGHT,RIGHT,CLEAR,inf,0.720926,0.387980,0.600000,1.200000,0.160000,0.250000,0.145111,0.250000
1783688175.159763,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.608637,0.092785,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688177.859816,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.018140,0.406017,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688177.959713,robot_2,turn_left_blocked,LEFT,LEFT,CLEAR,inf,0.929191,0.029784,0.600000,1.200000,0.160000,0.250000,0.160000,0.000000
1783688178.359861,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.929191,0.429876,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688179.759819,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.971772,0.443359,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688180.259960,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.991668,0.497215,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688180.359745,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.888245,0.057832,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688181.059832,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.980712,0.403973,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688181.159763,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.980712,0.503882,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688182.259865,robot_2,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.953249,0.035898,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783688182.659902,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.953249,0.435930,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688182.759799,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.953249,0.535841,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688182.859741,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.953249,0.635806,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688182.959889,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.953249,0.735960,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688183.059881,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.953249,0.835924,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688185.059882,robot_2,turn_left_blocked,LEFT,LEFT,CLEAR,inf,0.954713,0.005249,0.600000,1.200000,-0.080000,0.650000,-0.080000,0.000000
1783688185.459769,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.954713,0.405220,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688185.559784,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.954713,0.505248,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688185.659907,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.954713,0.605325,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688186.959931,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.971155,0.405009,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688191.959760,robot_2,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.801031,0.474858,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688197.159766,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.013432,0.465392,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688197.659888,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.000583,0.443369,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688197.759856,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.000583,0.543345,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688197.859848,robot_2,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.898983,0.068468,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688200.459893,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.912865,0.406314,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688200.559885,robot_2,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.912865,0.506287,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
