stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic,entity_a_bump_direction,entity_b_bump_direction,pair_detection_summary,depth_snapshot_dir
81,630000000,global,1,0,1,obstacle,"('robot_0', 'box4::link::collision')",robot_0,box4::link::collision,3.753816,-0.905305,0.147845,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact,back,,robot_obstacle_detecting_CORNER,collision_depth_frames/bump_0001_robot_0_box4_link_collision
126,780000000,global,2,1,1,robot,"('robot_3', 'robot_4')",robot_3,robot_4,-1.514813,-4.363800,0.271546,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,front,right,both_detecting|both_warned,collision_depth_frames/bump_0002_robot_3_robot_4
