wall_time,robot,reasons,raw_zone,effective_zone,peer_warning_zone,peer_warning_age_s,front_distance_m,distance_age_s,cbf_safety_distance_m,cbf_alpha,requested_linear_x,requested_angular_z,filtered_linear_x,filtered_angular_z
1783688163.411784,robot_1,zone_stop_forward,CORNER,CORNER,CLEAR,inf,1.356317,0.048759,0.600000,1.200000,0.280000,0.000000,0.000000,0.000000
1783688166.611705,robot_1,distance_cbf_cap,LEFT,LEFT,CLEAR,inf,0.817902,0.079574,0.600000,1.200000,0.280000,0.000000,0.261482,0.000000
1783688167.011751,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.817902,0.479604,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688169.011796,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.166668,0.472867,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688169.111716,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.166668,0.572786,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688170.011903,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.455568,0.447302,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688172.411688,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.878565,0.407570,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688172.511709,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.878565,0.507596,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688172.611690,robot_1,zone_stop_forward,CORNER,CORNER,CLEAR,inf,0.806973,0.085647,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688175.111781,robot_1,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.972543,0.010232,0.600000,1.200000,-0.080000,-0.650000,-0.080000,0.000000
1783688175.511870,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.972543,0.410320,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688176.011853,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.926293,0.476417,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688176.111794,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.926293,0.576391,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688176.211902,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.926293,0.676448,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688176.711842,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.908481,0.495856,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688176.811939,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.908481,0.595914,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688176.911717,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.908481,0.695742,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688177.011766,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.908481,0.795772,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688177.511704,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,0.932806,0.473193,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688178.411692,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.005548,0.433858,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688179.311991,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,1.033329,0.425867,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688180.211720,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.962054,0.414491,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688180.311790,robot_1,stale_distance_stop,LEFT,LEFT,CLEAR,inf,0.962054,0.514547,0.600000,1.200000,0.160000,-0.250000,0.000000,-0.250000
1783688180.411764,robot_1,turn_right_blocked,RIGHT,RIGHT,CLEAR,inf,0.924306,0.092403,0.600000,1.200000,0.160000,-0.250000,0.160000,0.000000
1783688185.611931,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.087424,0.439289,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688185.711878,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.087424,0.539296,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688186.611855,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.917535,0.493649,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688186.711870,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.917535,0.593682,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688191.611583,robot_1,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.787657,0.004227,0.600000,1.200000,0.280000,0.000000,0.225188,0.000000
1783688191.711763,robot_1,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.787657,0.104447,0.600000,1.200000,0.280000,0.000000,0.225188,0.000000
1783688191.811767,robot_1,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.787657,0.204374,0.600000,1.200000,0.280000,0.000000,0.225188,0.000000
1783688191.911748,robot_1,distance_cbf_cap,CLEAR,CLEAR,CLEAR,inf,0.787657,0.304410,0.600000,1.200000,0.280000,0.000000,0.225188,0.000000
1783688195.212126,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,1.597224,0.474538,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688195.711882,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,2.851606,0.419075,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688195.812063,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,2.851606,0.519256,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688195.912071,robot_1,stale_distance_stop,RIGHT,RIGHT,CLEAR,inf,2.851606,0.619227,0.600000,1.200000,0.160000,0.250000,0.000000,0.250000
1783688205.811919,robot_1,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.089957,1.402475,0.440589,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
1783688205.911736,robot_1,peer_warning_turn_away_right|peer_warning_yield_slow_side,CLEAR,RIGHT,RIGHT,0.089840,1.282707,0.004222,0.600000,1.200000,0.160000,0.250000,0.072000,0.650000
