wall_time,source,target,decision,skip_reason,warning_zone,distance_m,confidence,raw_detection,raw_message
1783688205.121458,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.235673,,global_pose,"bearing_deg=-58.032,zone_reason=side_sector"
1783688205.221459,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.193263,,global_pose,"bearing_deg=-58.995,zone_reason=side_sector"
1783688205.321534,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.151216,,global_pose,"bearing_deg=-60.028,zone_reason=side_sector"
1783688205.421448,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.109570,,global_pose,"bearing_deg=-61.139,zone_reason=side_sector"
1783688205.521503,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.068375,,global_pose,"bearing_deg=-62.337,zone_reason=side_sector"
1783688205.621391,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.027684,,global_pose,"bearing_deg=-63.630,zone_reason=side_sector"
1783688205.721539,robot_0,robot_1,sent,,RIGHT,0.987558,,global_pose,"bearing_deg=-65.028,zone_reason=side_sector"
1783688205.821630,robot_0,robot_1,sent,,RIGHT,0.948071,,global_pose,"bearing_deg=-66.544,zone_reason=side_sector"
1783688205.921616,robot_0,robot_1,sent,,RIGHT,0.917864,,global_pose,"bearing_deg=-68.347,zone_reason=side_sector"
1783688206.021465,robot_0,robot_1,sent,,RIGHT,0.912750,,global_pose,"bearing_deg=-71.174,zone_reason=side_sector"
1783688206.121730,robot_0,robot_1,sent,,RIGHT,0.918379,,global_pose,"bearing_deg=-74.946,zone_reason=side_sector"
1783688206.221697,robot_0,robot_1,sent,,RIGHT,0.924392,,global_pose,"bearing_deg=-78.756,zone_reason=side_sector"
1783688206.321532,robot_0,robot_1,sent,,RIGHT,0.930829,,global_pose,"bearing_deg=-82.594,zone_reason=side_sector"
1783688206.421744,robot_0,robot_1,sent,,RIGHT,0.937689,,global_pose,"bearing_deg=-86.459,zone_reason=side_sector"
1783688206.521531,robot_0,robot_1,sent,,RIGHT,0.944962,,global_pose,"bearing_deg=-90.347,zone_reason=side_sector"
1783688206.621665,robot_0,robot_1,sent,,RIGHT,0.952636,,global_pose,"bearing_deg=-94.255,zone_reason=side_sector"
1783688206.721739,robot_0,robot_1,sent,,RIGHT,0.960693,,global_pose,"bearing_deg=-98.180,zone_reason=side_sector"
1783688206.821471,robot_0,robot_1,sent,,RIGHT,0.969141,,global_pose,"bearing_deg=-102.115,zone_reason=side_sector"
1783688206.921699,robot_0,robot_1,sent,,RIGHT,0.978045,,global_pose,"bearing_deg=-106.046,zone_reason=side_sector"
1783688207.021613,robot_0,robot_1,sent,,RIGHT,0.987470,,global_pose,"bearing_deg=-109.958,zone_reason=side_sector"
1783688207.121499,robot_0,robot_1,sent,,RIGHT,0.997467,,global_pose,"bearing_deg=-113.839,zone_reason=side_sector"
1783688207.221402,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.008055,,global_pose,"bearing_deg=-117.675,zone_reason=side_sector"
1783688207.321476,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.019185,,global_pose,"bearing_deg=-121.465,zone_reason=side_sector"
1783688207.421447,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.030801,,global_pose,"bearing_deg=-125.208,zone_reason=side_sector"
1783688207.521357,robot_0,robot_1,skipped,distance_above_warning_threshold,RIGHT,1.042848,,global_pose,"bearing_deg=-128.904,zone_reason=side_sector"
1783688207.621390,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.055271,,global_pose,"bearing_deg=-132.553,zone_reason=rear_sector"
1783688207.721451,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.068015,,global_pose,"bearing_deg=-136.156,zone_reason=rear_sector"
1783688207.821502,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.077823,,global_pose,"bearing_deg=-139.743,zone_reason=rear_sector"
1783688207.921472,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.075821,,global_pose,"bearing_deg=-143.350,zone_reason=rear_sector"
1783688208.021382,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.071251,,global_pose,"bearing_deg=-145.562,zone_reason=rear_sector"
1783688208.121407,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.067528,,global_pose,"bearing_deg=-146.829,zone_reason=rear_sector"
1783688208.221378,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.064404,,global_pose,"bearing_deg=-148.090,zone_reason=rear_sector"
1783688208.321442,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.061810,,global_pose,"bearing_deg=-149.357,zone_reason=rear_sector"
1783688208.421614,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.059740,,global_pose,"bearing_deg=-150.630,zone_reason=rear_sector"
1783688208.521540,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.058196,,global_pose,"bearing_deg=-151.907,zone_reason=rear_sector"
1783688208.621490,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.057178,,global_pose,"bearing_deg=-153.188,zone_reason=rear_sector"
1783688208.721657,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.056689,,global_pose,"bearing_deg=-154.470,zone_reason=rear_sector"
1783688208.821532,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.056730,,global_pose,"bearing_deg=-155.752,zone_reason=rear_sector"
1783688208.921464,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.057300,,global_pose,"bearing_deg=-157.034,zone_reason=rear_sector"
1783688209.021501,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.058399,,global_pose,"bearing_deg=-158.314,zone_reason=rear_sector"
1783688209.121470,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.060024,,global_pose,"bearing_deg=-159.591,zone_reason=rear_sector"
1783688209.221398,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.062174,,global_pose,"bearing_deg=-160.863,zone_reason=rear_sector"
1783688209.321411,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.064845,,global_pose,"bearing_deg=-162.129,zone_reason=rear_sector"
1783688209.421484,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.068034,,global_pose,"bearing_deg=-163.388,zone_reason=rear_sector"
1783688209.521432,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.062482,,global_pose,"bearing_deg=-165.341,zone_reason=rear_sector"
1783688209.621426,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.055063,,global_pose,"bearing_deg=-167.711,zone_reason=rear_sector"
1783688209.721370,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.048092,,global_pose,"bearing_deg=-170.079,zone_reason=rear_sector"
1783688209.821512,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.041558,,global_pose,"bearing_deg=-172.442,zone_reason=rear_sector"
1783688209.921410,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.024200,,global_pose,"bearing_deg=-174.833,zone_reason=rear_sector"
1783688210.021408,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.002500,,global_pose,"bearing_deg=-177.127,zone_reason=rear_sector"
1783688210.121481,robot_0,robot_1,sent,,BACK,0.992422,,global_pose,"bearing_deg=-179.580,zone_reason=rear_sector"
1783688210.221469,robot_0,robot_1,sent,,BACK,0.989497,,global_pose,"bearing_deg=178.169,zone_reason=rear_sector"
1783688210.321466,robot_0,robot_1,sent,,BACK,0.992466,,global_pose,"bearing_deg=176.225,zone_reason=rear_sector"
1783688210.421406,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.010076,,global_pose,"bearing_deg=175.109,zone_reason=rear_sector"
1783688210.521434,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.031317,,global_pose,"bearing_deg=174.227,zone_reason=rear_sector"
1783688210.621395,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.052259,,global_pose,"bearing_deg=173.363,zone_reason=rear_sector"
1783688210.721484,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.072859,,global_pose,"bearing_deg=172.516,zone_reason=rear_sector"
1783688210.821810,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.093100,,global_pose,"bearing_deg=171.686,zone_reason=rear_sector"
1783688210.921390,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.101786,,global_pose,"bearing_deg=170.685,zone_reason=rear_sector"
1783688211.021603,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.105445,,global_pose,"bearing_deg=169.761,zone_reason=rear_sector"
1783688211.121418,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.107457,,global_pose,"bearing_deg=168.693,zone_reason=rear_sector"
1783688211.221487,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.112265,,global_pose,"bearing_deg=166.584,zone_reason=rear_sector"
1783688211.321404,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.118725,,global_pose,"bearing_deg=164.133,zone_reason=rear_sector"
1783688211.421409,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.125762,,global_pose,"bearing_deg=161.707,zone_reason=rear_sector"
1783688211.521421,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.133165,,global_pose,"bearing_deg=159.313,zone_reason=rear_sector"
1783688211.621529,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.130410,,global_pose,"bearing_deg=156.633,zone_reason=rear_sector"
1783688211.721514,robot_0,robot_1,skipped,distance_above_warning_threshold,BACK,1.123888,,global_pose,"bearing_deg=153.957,zone_reason=rear_sector"
