stamp_sec,stamp_nsec,label,total_index,robot_index,obstacle_index,bump_type,key,entity_a,entity_b,avg_contact_x,avg_contact_y,avg_contact_z,source_topic,entity_a_bump_direction,entity_b_bump_direction,pair_detection_summary,depth_snapshot_dir
116,0,global,1,0,1,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,2.092810,-0.473724,0.148049,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,back,,robot_obstacle_not_detecting,collision_depth_frames/bump_0001_robot_1_box4_link_collision
142,80000000,global,2,0,2,obstacle,"('robot_0', 'box1::link::collision')",robot_0,box1::link::collision,-1.935212,1.617979,0.147942,/world/random_world/model/robot_0/link/robot_0/base_footprint/sensor/contact_sensor/contact,back,,robot_obstacle_not_detecting,collision_depth_frames/bump_0002_robot_0_box1_link_collision
193,730000000,global,3,0,3,obstacle,"('robot_3', 'box1::link::collision')",robot_3,box1::link::collision,-2.230628,-0.301196,0.147704,/world/random_world/model/robot_3/link/robot_3/base_footprint/sensor/contact_sensor/contact,right,,robot_obstacle_not_detecting,collision_depth_frames/bump_0003_robot_3_box1_link_collision
193,970000000,global,4,0,4,obstacle,"('robot_1', 'box0::link::collision')",robot_1,box0::link::collision,2.904058,-3.645900,0.147985,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,front,,robot_obstacle_not_detecting,collision_depth_frames/bump_0004_robot_1_box0_link_collision
202,50000000,global,5,0,5,obstacle,"('robot_1', 'box0::link::collision')",robot_1,box0::link::collision,3.296104,-3.195846,0.148034,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,left,,robot_obstacle_not_detecting,collision_depth_frames/bump_0005_robot_1_box0_link_collision
222,690000000,global,6,0,6,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,2.197464,-0.505734,0.148080,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,front,,robot_obstacle_detecting_RIGHT,collision_depth_frames/bump_0006_robot_1_box4_link_collision
227,430000000,global,7,0,7,obstacle,"('robot_1', 'box4::link::collision')",robot_1,box4::link::collision,2.092810,-0.473724,0.147613,/world/random_world/model/robot_1/link/robot_1/base_footprint/sensor/contact_sensor/contact,front,,robot_obstacle_detecting_RIGHT,collision_depth_frames/bump_0007_robot_1_box4_link_collision
273,190000000,global,8,0,8,obstacle,"('robot_4', 'box3::link::collision')",robot_4,box3::link::collision,0.413751,2.930072,0.148087,/world/random_world/model/robot_4/link/robot_4/base_footprint/sensor/contact_sensor/contact,right,,robot_obstacle_detecting_RIGHT,collision_depth_frames/bump_0008_robot_4_box3_link_collision
