time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
23.957,1,0,1
25.999,2,1,1
25.999,3,2,1
29.590,4,2,2
31.631,5,2,3
32.199,6,3,3
32.200,7,4,3
34.853,8,5,3
34.853,9,6,3
37.588,10,6,4
42.460,11,7,4
42.460,12,8,4
44.655,13,9,4
44.655,14,10,4
49.826,15,10,5
50.904,16,10,6
51.426,17,11,6
51.426,18,12,6
53.624,19,12,7
58.971,20,13,7
58.972,21,14,7
60.597,22,15,7
60.597,23,16,7
69.828,24,17,7
69.829,25,18,7
71.634,26,19,7
71.634,27,20,7
72.647,28,21,7
72.647,29,22,7
82.853,30,23,7
82.853,31,24,7
88.743,32,25,7
88.743,33,26,7
90.303,34,26,8
90.788,35,27,8
90.788,36,28,8
91.324,37,28,9
92.834,38,29,9
92.834,39,30,9
93.848,40,31,9
93.848,41,32,9
96.365,42,32,10
96.365,43,33,10
96.365,44,34,10
96.851,45,35,10
96.851,46,36,10
99.853,47,37,10
99.853,48,38,10
108.016,49,38,11
122.836,50,39,11
122.836,51,40,11
123.940,52,41,11
123.940,53,42,11
124.555,54,43,11
124.555,55,44,11
127.595,56,45,11
127.595,57,46,11
130.073,58,47,11
130.073,59,48,11
146.465,60,49,11
146.465,61,50,11
147.544,62,51,11
147.545,63,52,11
170.679,64,52,12
172.324,65,52,13
174.480,66,52,14
180.054,67,53,14
180.054,68,54,14
186.261,69,55,14
186.261,70,56,14
188.226,71,57,14
188.227,72,58,14
192.353,73,58,15
196.658,74,58,16
203.296,75,59,16
203.296,76,60,16
207.397,77,61,16
207.397,78,62,16
209.249,79,63,16
209.249,80,64,16
210.917,81,64,17
212.509,82,64,18
212.509,83,64,19
213.571,84,65,19
213.571,85,66,19
215.633,86,67,19
215.634,87,68,19
222.695,88,68,20
227.556,89,68,21
237.386,90,69,21
237.386,91,70,21
246.178,92,70,22
246.740,93,71,22
246.741,94,72,22
250.103,95,73,22
250.103,96,74,22
251.112,97,75,22
251.112,98,76,22
254.484,99,77,22
254.485,100,78,22
254.485,101,78,23
255.546,102,79,23
255.546,103,80,23
257.768,104,81,23
257.768,105,82,23
264.771,106,83,23
264.772,107,84,23
274.001,108,84,24
287.172,109,85,24
288.282,110,86,24
288.282,111,87,24
289.406,112,88,24
291.552,113,89,24
291.552,114,90,24
306.284,115,91,24
306.284,116,92,24
308.513,117,93,24
308.513,118,94,24
318.962,119,95,24
318.963,120,96,24
337.042,121,97,24
337.043,122,98,24
340.968,123,99,24
340.969,124,100,24
342.041,125,101,24
342.042,126,102,24
357.070,127,103,24
357.071,128,104,24
360.680,129,105,24
360.680,130,106,24
362.401,131,106,25
363.541,132,106,26
365.180,133,106,27
380.809,134,107,27
380.809,135,108,27
386.812,136,108,28
390.304,137,108,29
393.353,138,108,30
398.480,139,108,31
429.216,140,108,32
431.127,141,109,32
431.127,142,110,32
431.128,143,110,33
436.255,144,111,33
436.255,145,112,33
453.010,146,113,33
453.011,147,114,33
484.710,148,115,33
484.710,149,116,33
485.723,150,117,33
485.724,151,118,33
486.753,152,119,33
486.754,153,120,33
494.256,154,121,33
494.256,155,122,33
495.181,156,123,33
495.181,157,124,33
496.702,158,125,33
496.702,159,126,33
